anime_id,thumbnail_link
32281,https://cdn.myanimelist.net/images/anime/5/87048.jpg
5114,https://cdn.myanimelist.net/images/anime/1223/96541.jpg
28977,https://cdn.myanimelist.net/images/anime/3/72078.jpg
9253,https://cdn.myanimelist.net/images/anime/5/73199.jpg
9969,https://cdn.myanimelist.net/images/anime/3/72078.jpg
32935,https://cdn.myanimelist.net/images/anime/7/81992.jpg
11061,https://cdn.myanimelist.net/images/anime/1337/99013.jpg
820,https://cdn.myanimelist.net/images/anime/13/13225.jpg
15335,https://cdn.myanimelist.net/images/anime/10/51723.jpg
15417,https://cdn.myanimelist.net/images/anime/6/75172.jpg
4181,https://cdn.myanimelist.net/images/anime/1299/110774.jpg
28851,https://cdn.myanimelist.net/images/manga/5/86737.jpg
918,https://cdn.myanimelist.net/images/anime/3/72078.jpg
2904,https://cdn.myanimelist.net/images/anime/7/15968.jpg
28891,https://cdn.myanimelist.net/images/anime/9/76662.jpg
199,https://cdn.myanimelist.net/images/anime/6/79597.jpg
23273,https://cdn.myanimelist.net/images/anime/3/67177.jpg
24701,https://cdn.myanimelist.net/images/anime/9/68095.jpg
12355,https://cdn.myanimelist.net/images/anime/9/35721.jpg
1575,https://cdn.myanimelist.net/images/anime/5/50331.jpg
263,https://cdn.myanimelist.net/images/anime/8/56617.jpg
44,https://cdn.myanimelist.net/images/anime/1899/94562.jpg
1,https://cdn.myanimelist.net/images/anime/1439/93480.jpg
30276,https://cdn.myanimelist.net/images/anime/1452/97840.jpg
164,https://cdn.myanimelist.net/images/anime/7/75919.jpg
7311,https://cdn.myanimelist.net/images/anime/1248/112352.jpg
17074,https://cdn.myanimelist.net/images/anime/3/52133.jpg
21939,https://cdn.myanimelist.net/images/anime/13/58533.jpg
457,https://cdn.myanimelist.net/images/anime/2/73862.jpg
2001,https://cdn.myanimelist.net/images/anime/4/5123.jpg
245,https://cdn.myanimelist.net/images/manga/2/172982.jpg
32983,https://cdn.myanimelist.net/images/anime/11/81755.jpg
5258,https://cdn.myanimelist.net/images/anime/8/56617.jpg
28957,https://cdn.myanimelist.net/images/anime/9/72689.jpg
11665,https://cdn.myanimelist.net/images/anime/3/37449.jpg
431,https://cdn.myanimelist.net/images/anime/5/75810.jpg
11741,https://cdn.myanimelist.net/images/anime/1522/117645.jpg
31757,https://cdn.myanimelist.net/images/anime/1981/112812.jpg
19,https://cdn.myanimelist.net/images/anime/9/75104.jpg
12365,https://cdn.myanimelist.net/images/anime/6/41845.jpg
1535,https://cdn.myanimelist.net/images/anime/13/8518.jpg
32366,https://cdn.myanimelist.net/images/anime/8/79704.jpg
30654,https://cdn.myanimelist.net/images/anime/8/77966.jpg
20583,https://cdn.myanimelist.net/images/anime/7/76014.jpg
19647,https://cdn.myanimelist.net/images/anime/6/56147.jpg
4282,https://cdn.myanimelist.net/images/anime/1574/112838.jpg
10379,https://cdn.myanimelist.net/images/anime/8/82394.jpg
22135,https://cdn.myanimelist.net/images/anime/10/58041.jpg
21329,https://cdn.myanimelist.net/images/anime/10/59315.jpg
31043,https://cdn.myanimelist.net/images/anime/10/77957.jpg
7785,https://cdn.myanimelist.net/images/anime/10/50457.jpg
3297,https://cdn.myanimelist.net/images/anime/6/77623.jpg
30709,https://cdn.myanimelist.net/images/anime/3/81250.jpg
6114,https://cdn.myanimelist.net/images/anime/9/72697.jpg
31240,https://cdn.myanimelist.net/images/anime/1238/104023.jpg
4565,https://cdn.myanimelist.net/images/anime/4/5123.jpg
5300,https://cdn.myanimelist.net/images/anime/4/79738.jpg
9989,https://cdn.myanimelist.net/images/anime/5/49993.jpg
24415,https://cdn.myanimelist.net/images/anime/4/68299.jpg
11577,https://cdn.myanimelist.net/images/anime/1611/112806.jpg
10408,https://cdn.myanimelist.net/images/anime/1599/112267.jpg
28171,https://cdn.myanimelist.net/images/anime/3/88434.jpg
32995,https://cdn.myanimelist.net/images/anime/6/81149.jpg
21899,https://cdn.myanimelist.net/images/anime/1172/90571.jpg
26055,https://cdn.myanimelist.net/images/anime/11/75045.jpg
7472,https://cdn.myanimelist.net/images/anime/4/28803.jpg
777,https://cdn.myanimelist.net/images/anime/6/7333.jpg
22535,https://cdn.myanimelist.net/images/anime/3/73178.jpg
28735,https://cdn.myanimelist.net/images/anime/2/77907.jpg
12431,https://cdn.myanimelist.net/images/anime/7/37573.jpg
28805,https://cdn.myanimelist.net/images/anime/11/73540.jpg
578,https://cdn.myanimelist.net/images/anime/7/75808.jpg
16894,https://cdn.myanimelist.net/images/anime/9/56155.jpg
5028,https://cdn.myanimelist.net/images/anime/9/75218.jpg
21,https://cdn.myanimelist.net/images/anime/12/81081.jpg
801,https://cdn.myanimelist.net/images/anime/1480/100555.jpg
31933,https://cdn.myanimelist.net/images/anime/3/79156.jpg
5205,https://cdn.myanimelist.net/images/anime/3/21737.jpg
17389,https://cdn.myanimelist.net/images/anime/13/53589.jpg
170,https://cdn.myanimelist.net/images/anime/12/86890.jpg
10162,https://cdn.myanimelist.net/images/anime/2/29665.jpg
18617,https://cdn.myanimelist.net/images/anime/1776/91467.jpg
32182,https://cdn.myanimelist.net/images/anime/1918/96303.jpg
877,https://cdn.myanimelist.net/images/manga/1/163191.jpg
2251,https://cdn.myanimelist.net/images/anime/7/9129.jpg
24687,https://cdn.myanimelist.net/images/anime/8/63539.jpg
16498,https://cdn.myanimelist.net/images/anime/10/47347.jpg
10030,https://cdn.myanimelist.net/images/anime/3/34923.jpg
5941,https://cdn.myanimelist.net/images/manga/3/54197.jpg
30346,https://cdn.myanimelist.net/images/anime/3/78606.jpg
3784,https://cdn.myanimelist.net/images/anime/5/74983.jpg
13125,https://cdn.myanimelist.net/images/anime/12/36775.jpg
12029,https://cdn.myanimelist.net/images/anime/2/36607.jpg
14397,https://cdn.myanimelist.net/images/anime/6/47435.jpg
10087,https://cdn.myanimelist.net/images/anime/1522/117645.jpg
14719,https://cdn.myanimelist.net/images/anime/3/40409.jpg
9756,https://cdn.myanimelist.net/images/anime/11/55225.jpg
10165,https://cdn.myanimelist.net/images/anime/3/75617.jpg
13601,https://cdn.myanimelist.net/images/anime/1197/100616.jpg
22789,https://cdn.myanimelist.net/images/anime/1426/111248.jpg
30230,https://cdn.myanimelist.net/images/anime/9/74398.jpg
18115,https://cdn.myanimelist.net/images/anime/13/55039.jpg
11981,https://cdn.myanimelist.net/images/anime/5/54231.jpg
11917,https://cdn.myanimelist.net/images/anime/5/75220.jpg
205,https://cdn.myanimelist.net/images/anime/11/29134.jpg
32282,https://cdn.myanimelist.net/images/anime/8/79353.jpg
6594,https://cdn.myanimelist.net/images/anime/1112/119225.jpg
11979,https://cdn.myanimelist.net/images/anime/6/42265.jpg
7655,https://cdn.myanimelist.net/images/anime/2/75216.jpg
2246,https://cdn.myanimelist.net/images/anime/7/75919.jpg
25835,https://cdn.myanimelist.net/images/anime/1918/93511.jpg
2921,https://cdn.myanimelist.net/images/anime/3/45028.jpg
136,https://cdn.myanimelist.net/images/anime/1337/99013.jpg
30503,https://cdn.myanimelist.net/images/anime/1689/94850.jpg
12531,https://cdn.myanimelist.net/images/manga/3/254787.jpg
523,https://cdn.myanimelist.net/images/anime/4/75923.jpg
467,https://cdn.myanimelist.net/images/anime/11/50857.jpg
572,https://cdn.myanimelist.net/images/anime/10/75914.jpg
19815,https://cdn.myanimelist.net/images/anime/1074/111944.jpg
2559,https://cdn.myanimelist.net/images/anime/4/17979.jpg
392,https://cdn.myanimelist.net/images/anime/1228/111372.jpg
486,https://cdn.myanimelist.net/images/anime/1763/95397.jpg
11771,https://cdn.myanimelist.net/images/anime/4/68299.jpg
1698,https://cdn.myanimelist.net/images/anime/9/11986.jpg
5341,https://cdn.myanimelist.net/images/anime/6/59399.jpg
25781,https://cdn.myanimelist.net/images/manga/1/121101.jpg
10863,https://cdn.myanimelist.net/images/anime/7/36531.jpg
28701,https://cdn.myanimelist.net/images/anime/11/72863.jpg
5420,https://cdn.myanimelist.net/images/anime/9/19845.jpg
9260,https://cdn.myanimelist.net/images/anime/1783/112810.jpg
32,https://cdn.myanimelist.net/images/anime/1404/98182.jpg
4224,https://cdn.myanimelist.net/images/anime/13/22128.jpg
2236,https://cdn.myanimelist.net/images/anime/1/2432.jpg
2685,https://cdn.myanimelist.net/images/anime/4/49129.jpg
31181,https://cdn.myanimelist.net/images/anime/6/87322.jpg
45,https://cdn.myanimelist.net/images/anime/1346/119505.jpg
2418,https://cdn.myanimelist.net/images/anime/9/87066.jpg
1365,https://cdn.myanimelist.net/images/anime/1400/94320.jpg
22297,https://cdn.myanimelist.net/images/anime/12/67333.jpg
627,https://cdn.myanimelist.net/images/anime/13/73973.jpg
10937,https://cdn.myanimelist.net/images/anime/4/72702.jpg
23755,https://cdn.myanimelist.net/images/anime/7/86621.jpg
4081,https://cdn.myanimelist.net/images/anime/1681/108439.jpg
4155,https://cdn.myanimelist.net/images/anime/1192/116784.jpg
1889,https://cdn.myanimelist.net/images/anime/12/14114.jpg
137,https://cdn.myanimelist.net/images/anime/1337/99013.jpg
139,https://cdn.myanimelist.net/images/anime/1/139.jpg
23317,https://cdn.myanimelist.net/images/anime/12/74392.jpg
558,https://cdn.myanimelist.net/images/anime/6/73972.jpg
5040,https://cdn.myanimelist.net/images/anime/7/21065.jpg
57,https://cdn.myanimelist.net/images/anime/11/11636.jpg
33,https://cdn.myanimelist.net/images/anime/1384/119988.jpg
5,https://cdn.myanimelist.net/images/anime/1439/93480.jpg
1842,https://cdn.myanimelist.net/images/anime/9/73971.jpg
6336,https://cdn.myanimelist.net/images/anime/12/50459.jpg
20651,https://cdn.myanimelist.net/images/anime/11/79742.jpg
1210,https://cdn.myanimelist.net/images/anime/3/52675.jpg
338,https://cdn.myanimelist.net/images/anime/9/57043.jpg
13759,https://cdn.myanimelist.net/images/manga/2/159577.jpg
6547,https://cdn.myanimelist.net/images/anime/1244/111115.jpg
5081,https://cdn.myanimelist.net/images/anime/11/75274.jpg
32867,https://cdn.myanimelist.net/images/anime/5/88585.jpg
264,https://cdn.myanimelist.net/images/anime/9/2361.jpg
12859,https://cdn.myanimelist.net/images/anime/6/44297.jpg
853,https://cdn.myanimelist.net/images/anime/2/71992.jpg
5460,https://cdn.myanimelist.net/images/anime/2/22558.jpg
6746,https://cdn.myanimelist.net/images/anime/12/67743.jpg
5690,https://cdn.myanimelist.net/images/anime/1084/119096.jpg
329,https://cdn.myanimelist.net/images/anime/8/50463.jpg
34240,https://cdn.myanimelist.net/images/anime/5/82388.jpg
513,https://cdn.myanimelist.net/images/anime/5/37799.jpg
6945,https://cdn.myanimelist.net/images/anime/6/16161.jpg
1142,https://cdn.myanimelist.net/images/anime/6/11040.jpg
6811,https://cdn.myanimelist.net/images/anime/7/75570.jpg
16664,https://cdn.myanimelist.net/images/anime/1935/93606.jpg
1604,https://cdn.myanimelist.net/images/anime/13/80000.jpg
22145,https://cdn.myanimelist.net/images/anime/6/64811.jpg
2966,https://cdn.myanimelist.net/images/anime/5/59401.jpg
31964,https://cdn.myanimelist.net/images/anime/10/78745.jpg
19363,https://cdn.myanimelist.net/images/anime/8/57995.jpg
18195,https://cdn.myanimelist.net/images/anime/10/55049.jpg
9890,https://cdn.myanimelist.net/images/anime/11/75219.jpg
9130,https://cdn.myanimelist.net/images/anime/12/29597.jpg
9863,https://cdn.myanimelist.net/images/anime/9/73974.jpg
7674,https://cdn.myanimelist.net/images/anime/6/26138.jpg
11843,https://cdn.myanimelist.net/images/anime/8/38527.jpg
