anime_id,thumbnail_link
16782,https://cdn.myanimelist.net/images/anime/1597/112995.jpg
28675,https://cdn.myanimelist.net/images/anime/3/85468.jpg
3226,https://cdn.myanimelist.net/images/anime/9/75217.jpg
21557,https://cdn.myanimelist.net/images/anime/7/64293.jpg
31715,https://cdn.myanimelist.net/images/anime/10/79375.jpg
43,https://cdn.myanimelist.net/images/anime/10/82594.jpg
9617,https://cdn.myanimelist.net/images/anime/5/76233.jpg
31051,https://cdn.myanimelist.net/images/anime/13/77323.jpg
10153,https://cdn.myanimelist.net/images/anime/7/6770.jpg
1033,https://cdn.myanimelist.net/images/anime/1648/93626.jpg
32188,https://cdn.myanimelist.net/images/anime/7/77324.jpg
3091,https://cdn.myanimelist.net/images/anime/9/8626.jpg
12115,https://cdn.myanimelist.net/images/anime/12/41305.jpg
28223,https://cdn.myanimelist.net/images/anime/5/71553.jpg
121,https://cdn.myanimelist.net/images/anime/1223/96541.jpg
3002,https://cdn.myanimelist.net/images/anime/12/80032.jpg
138,https://cdn.myanimelist.net/images/anime/1/139.jpg
6675,https://cdn.myanimelist.net/images/anime/12/28553.jpg
10800,https://cdn.myanimelist.net/images/anime/6/47435.jpg
32005,https://cdn.myanimelist.net/images/anime/10/78894.jpg
813,https://cdn.myanimelist.net/images/anime/1607/117271.jpg
27821,https://cdn.myanimelist.net/images/anime/9/67425.jpg
28725,https://cdn.myanimelist.net/images/anime/1245/112628.jpg
585,https://cdn.myanimelist.net/images/anime/1899/109259.jpg
16067,https://cdn.myanimelist.net/images/anime/7/53549.jpg
30,https://cdn.myanimelist.net/images/anime/1314/108941.jpg
31490,https://cdn.myanimelist.net/images/anime/12/81081.jpg
759,https://cdn.myanimelist.net/images/anime/1144/93627.jpg
6,https://cdn.myanimelist.net/images/anime/7/20310.jpg
6864,https://cdn.myanimelist.net/images/anime/9/25080.jpg
9735,https://cdn.myanimelist.net/images/anime/12/26966.jpg
11977,https://cdn.myanimelist.net/images/anime/6/42331.jpg
11123,https://cdn.myanimelist.net/images/anime/8/34871.jpg
23847,https://cdn.myanimelist.net/images/anime/11/75376.jpg
33161,https://cdn.myanimelist.net/images/anime/13/84052.jpg
962,https://cdn.myanimelist.net/images/anime/2/77621.jpg
1519,https://cdn.myanimelist.net/images/anime/3/83748.jpg
2167,https://cdn.myanimelist.net/images/anime/13/75650.jpg
16706,https://cdn.myanimelist.net/images/anime/6/51949.jpg
5681,https://cdn.myanimelist.net/images/anime/1593/116751.jpg
3901,https://cdn.myanimelist.net/images/anime/7/9129.jpg
6467,https://cdn.myanimelist.net/images/anime/7/22312.jpg
10271,https://cdn.myanimelist.net/images/anime/10/30599.jpg
22507,https://cdn.myanimelist.net/images/anime/1404/101364.jpg
3701,https://cdn.myanimelist.net/images/anime/7/13193.jpg
19123,https://cdn.myanimelist.net/images/anime/9/61015.jpg
33255,https://cdn.myanimelist.net/images/anime/11/80167.jpg
372,https://cdn.myanimelist.net/images/anime/1652/90326.jpg
265,https://cdn.myanimelist.net/images/anime/4/64737.jpg
25681,https://cdn.myanimelist.net/images/anime/8/69187.jpg
4722,https://cdn.myanimelist.net/images/manga/2/255389.jpg
24277,https://cdn.myanimelist.net/images/anime/12/67799.jpg
239,https://cdn.myanimelist.net/images/anime/10/2235.jpg
512,https://cdn.myanimelist.net/images/anime/10/75916.jpg
4477,https://cdn.myanimelist.net/images/anime/4/11918.jpg
15323,https://cdn.myanimelist.net/images/anime/5/41415.jpg
31174,https://cdn.myanimelist.net/images/anime/7/76540.jpg
23327,https://cdn.myanimelist.net/images/anime/3/64451.jpg
5365,https://cdn.myanimelist.net/images/anime/1063/117013.jpg
3702,https://cdn.myanimelist.net/images/anime/3/9853.jpg
3167,https://cdn.myanimelist.net/images/anime/9/27711.jpg
7465,https://cdn.myanimelist.net/images/anime/9/27711.jpg
7054,https://cdn.myanimelist.net/images/anime/6/25254.jpg
1257,https://cdn.myanimelist.net/images/anime/6/16343.jpg
23283,https://cdn.myanimelist.net/images/anime/1417/117422.jpg
2025,https://cdn.myanimelist.net/images/anime/5/19570.jpg
235,https://cdn.myanimelist.net/images/anime/7/75199.jpg
1364,https://cdn.myanimelist.net/images/anime/1144/92654.jpg
18689,https://cdn.myanimelist.net/images/anime/5/54235.jpg
22043,https://cdn.myanimelist.net/images/anime/3/60551.jpg
31988,https://cdn.myanimelist.net/images/anime/10/81155.jpg
20899,https://cdn.myanimelist.net/images/anime/11/55267.jpg
1453,https://cdn.myanimelist.net/images/anime/6/17576.jpg
23623,https://cdn.myanimelist.net/images/anime/9/75105.jpg
1559,https://cdn.myanimelist.net/images/anime/9/75515.jpg
1382,https://cdn.myanimelist.net/images/anime/1735/95499.jpg
23289,https://cdn.myanimelist.net/images/anime/5/66083.jpg
18,https://cdn.myanimelist.net/images/anime/9/10521.jpg
4814,https://cdn.myanimelist.net/images/anime/6/38417.jpg
16662,https://cdn.myanimelist.net/images/anime/8/52353.jpg
12031,https://cdn.myanimelist.net/images/anime/13/53589.jpg
8129,https://cdn.myanimelist.net/images/anime/3/24865.jpg
14513,https://cdn.myanimelist.net/images/anime/11/42773.jpg
2581,https://cdn.myanimelist.net/images/anime/3/13200.jpg
30015,https://cdn.myanimelist.net/images/anime/1566/91061.jpg
6171,https://cdn.myanimelist.net/images/anime/8/75546.jpg
1827,https://cdn.myanimelist.net/images/anime/4/50337.jpg
25013,https://cdn.myanimelist.net/images/anime/9/64225.jpg
1367,https://cdn.myanimelist.net/images/anime/2/20982.jpg
27833,https://cdn.myanimelist.net/images/anime/6/77838.jpg
26213,https://cdn.myanimelist.net/images/anime/1719/108886.jpg
1974,https://cdn.myanimelist.net/images/anime/1/2043.jpg
8425,https://cdn.myanimelist.net/images/anime/11/27906.jpg
12069,https://cdn.myanimelist.net/images/anime/2/84664.jpg
185,https://cdn.myanimelist.net/images/anime/13/6801.jpg
18679,https://cdn.myanimelist.net/images/anime/1464/111943.jpg
2034,https://cdn.myanimelist.net/images/anime/11/75563.jpg
437,https://cdn.myanimelist.net/images/anime/11/79127.jpg
721,https://cdn.myanimelist.net/images/anime/1145/93646.jpg
12477,https://cdn.myanimelist.net/images/anime/12/52415.jpg
4938,https://cdn.myanimelist.net/images/anime/9/33841.jpg
2402,https://cdn.myanimelist.net/images/anime/3/45028.jpg
6702,https://cdn.myanimelist.net/images/anime/3/60551.jpg
1566,https://cdn.myanimelist.net/images/anime/4/29816.jpg
31741,https://cdn.myanimelist.net/images/anime/10/78783.jpg
440,https://cdn.myanimelist.net/images/anime/1078/95285.jpg
4107,https://cdn.myanimelist.net/images/anime/4/5123.jpg
1506,https://cdn.myanimelist.net/images/anime/1919/94322.jpg
2759,https://cdn.myanimelist.net/images/anime/7/74975.jpg
72,https://cdn.myanimelist.net/images/anime/4/75260.jpg
3016,https://cdn.myanimelist.net/images/anime/8/22498.jpg
3783,https://cdn.myanimelist.net/images/anime/4/21735.jpg
3927,https://cdn.myanimelist.net/images/anime/9/12782.jpg
11597,https://cdn.myanimelist.net/images/anime/1044/103654.jpg
28025,https://cdn.myanimelist.net/images/anime/6/68259.jpg
24833,https://cdn.myanimelist.net/images/anime/5/75639.jpg
29893,https://cdn.myanimelist.net/images/anime/10/74338.jpg
27663,https://cdn.myanimelist.net/images/anime/9/73683.jpg
1482,https://cdn.myanimelist.net/images/anime/13/75194.jpg
3371,https://cdn.myanimelist.net/images/anime/3/21737.jpg
25313,https://cdn.myanimelist.net/images/anime/4/50361.jpg
1430,https://cdn.myanimelist.net/images/anime/5/26182.jpg
33051,https://cdn.myanimelist.net/images/anime/6/80899.jpg
7720,https://cdn.myanimelist.net/images/anime/10/18671.jpg
1914,https://cdn.myanimelist.net/images/anime/5/73277.jpg
20371,https://cdn.myanimelist.net/images/anime/11/65927.jpg
15039,https://cdn.myanimelist.net/images/anime/5/49993.jpg
2164,https://cdn.myanimelist.net/images/anime/5/12844.jpg
237,https://cdn.myanimelist.net/images/anime/12/34443.jpg
2449,https://cdn.myanimelist.net/images/anime/3/21835.jpg
10643,https://cdn.myanimelist.net/images/anime/1725/110927.jpg
17739,https://cdn.myanimelist.net/images/anime/3/72754.jpg
135,https://cdn.myanimelist.net/images/anime/12/78317.jpg
6045,https://cdn.myanimelist.net/images/anime/7/17890.jpg
16001,https://cdn.myanimelist.net/images/anime/10/45526.jpg
6211,https://cdn.myanimelist.net/images/anime/10/13776.jpg
232,https://cdn.myanimelist.net/images/anime/8/60781.jpg
4789,https://cdn.myanimelist.net/images/anime/13/50519.jpg
16918,https://cdn.myanimelist.net/images/anime/6/49237.jpg
16,https://cdn.myanimelist.net/images/anime/11/73923.jpg
1486,https://cdn.myanimelist.net/images/anime/5/7016.jpg
24997,https://cdn.myanimelist.net/images/anime/6/75700.jpg
32902,https://cdn.myanimelist.net/images/anime/4/80587.jpg
8063,https://cdn.myanimelist.net/images/anime/11/35863.jpg
25879,https://cdn.myanimelist.net/images/anime/7/73886.jpg
889,https://cdn.myanimelist.net/images/anime/8/75529.jpg
21419,https://cdn.myanimelist.net/images/anime/11/60289.jpg
2952,https://cdn.myanimelist.net/images/anime/1065/94641.jpg
934,https://cdn.myanimelist.net/images/anime/12/19634.jpg
12189,https://cdn.myanimelist.net/images/anime/13/50521.jpg
731,https://cdn.myanimelist.net/images/anime/5/82786.jpg
1530,https://cdn.myanimelist.net/images/anime/4/56301.jpg
9656,https://cdn.myanimelist.net/images/anime/8/27174.jpg
20507,https://cdn.myanimelist.net/images/anime/9/77809.jpg
31149,https://cdn.myanimelist.net/images/anime/9/77828.jpg
4918,https://cdn.myanimelist.net/images/anime/12/25079.jpg
14075,https://cdn.myanimelist.net/images/anime/7/42453.jpg
4772,https://cdn.myanimelist.net/images/anime/11/15053.jpg
781,https://cdn.myanimelist.net/images/anime/1831/94317.jpg
1363,https://cdn.myanimelist.net/images/anime/1196/94319.jpg
223,https://cdn.myanimelist.net/images/anime/1575/93498.jpg
2004,https://cdn.myanimelist.net/images/anime/2/87319.jpg
25649,https://cdn.myanimelist.net/images/anime/2/74170.jpg
153,https://cdn.myanimelist.net/images/anime/6/50859.jpg
5029,https://cdn.myanimelist.net/images/anime/10/75221.jpg
302,https://cdn.myanimelist.net/images/anime/6/17529.jpg
8740,https://cdn.myanimelist.net/images/anime/1172/109469.jpg
5682,https://cdn.myanimelist.net/images/anime/8/22470.jpg
21647,https://cdn.myanimelist.net/images/anime/1417/91333.jpg
16049,https://cdn.myanimelist.net/images/anime/7/75610.jpg
1065,https://cdn.myanimelist.net/images/anime/3/53087.jpg
18179,https://cdn.myanimelist.net/images/anime/12/67799.jpg
47,https://cdn.myanimelist.net/images/anime/1408/114012.jpg
4901,https://cdn.myanimelist.net/images/anime/8/75529.jpg
23199,https://cdn.myanimelist.net/images/anime/12/67743.jpg
32122,https://cdn.myanimelist.net/images/anime/3/72078.jpg
30415,https://cdn.myanimelist.net/images/anime/8/76967.jpg
851,https://cdn.myanimelist.net/images/manga/5/156533.jpg
10049,https://cdn.myanimelist.net/images/anime/5/77300.jpg
1943,https://cdn.myanimelist.net/images/anime/1929/93629.jpg
4053,https://cdn.myanimelist.net/images/anime/6/21624.jpg
846,https://cdn.myanimelist.net/images/anime/5/75490.jpg
9926,https://cdn.myanimelist.net/images/anime/6/29763.jpg
31173,https://cdn.myanimelist.net/images/anime/12/77834.jpg
4059,https://cdn.myanimelist.net/images/anime/12/19620.jpg
589,https://cdn.myanimelist.net/images/anime/3/47461.jpg
15059,https://cdn.myanimelist.net/images/anime/1563/119898.jpg
7791,https://cdn.myanimelist.net/images/anime/10/76120.jpg
17265,https://cdn.myanimelist.net/images/anime/5/68097.jpg
20815,https://cdn.myanimelist.net/images/anime/5/55723.jpg
535,https://cdn.myanimelist.net/images/anime/1165/92536.jpg
2563,https://cdn.myanimelist.net/images/anime/11/77622.jpg
9963,https://cdn.myanimelist.net/images/anime/9/32035.jpg
32551,https://cdn.myanimelist.net/images/anime/4/82612.jpg
2951,https://cdn.myanimelist.net/images/anime/4/8522.jpg
2762,https://cdn.myanimelist.net/images/anime/9/62909.jpg
14713,https://cdn.myanimelist.net/images/anime/8/69187.jpg
14807,https://cdn.myanimelist.net/images/manga/3/14029.jpg
81,https://cdn.myanimelist.net/images/anime/9/75618.jpg
9204,https://cdn.myanimelist.net/images/anime/11/27167.jpg
31098,https://cdn.myanimelist.net/images/anime/1092/117404.jpg
1023,https://cdn.myanimelist.net/images/anime/3/22397.jpg
33253,https://cdn.myanimelist.net/images/anime/12/81858.jpg
24921,https://cdn.myanimelist.net/images/anime/6/56143.jpg
1471,https://cdn.myanimelist.net/images/anime/7/50523.jpg
27831,https://cdn.myanimelist.net/images/anime/8/74981.jpg
2924,https://cdn.myanimelist.net/images/anime/11/50411.jpg
4672,https://cdn.myanimelist.net/images/anime/3/75608.jpg
2448,https://cdn.myanimelist.net/images/anime/5/2829.jpg
3907,https://cdn.myanimelist.net/images/anime/6/30829.jpg
186,https://cdn.myanimelist.net/images/anime/8/12750.jpg
10080,https://cdn.myanimelist.net/images/anime/11/30030.jpg
30885,https://cdn.myanimelist.net/images/anime/11/77510.jpg
21469,https://cdn.myanimelist.net/images/anime/9/65571.jpg
9941,https://cdn.myanimelist.net/images/anime/13/29466.jpg
14813,https://cdn.myanimelist.net/images/anime/1786/120117.jpg
6421,https://cdn.myanimelist.net/images/anime/1493/91571.jpg
21855,https://cdn.myanimelist.net/images/anime/13/65755.jpg
11739,https://cdn.myanimelist.net/images/anime/10/42107.jpg
2159,https://cdn.myanimelist.net/images/anime/2/20751.jpg
28297,https://cdn.myanimelist.net/images/anime/13/69455.jpg
29831,https://cdn.myanimelist.net/images/anime/7/78572.jpg
2154,https://cdn.myanimelist.net/images/anime/12/8520.jpg
6505,https://cdn.myanimelist.net/images/anime/2/29995.jpg
861,https://cdn.myanimelist.net/images/anime/9/8626.jpg
1689,https://cdn.myanimelist.net/images/anime/1410/112994.jpg
34103,https://cdn.myanimelist.net/images/anime/1295/91106.jpg
3665,https://cdn.myanimelist.net/images/anime/13/13225.jpg
9996,https://cdn.myanimelist.net/images/anime/3/77282.jpg
7711,https://cdn.myanimelist.net/images/anime/1974/116417.jpg
77,https://cdn.myanimelist.net/images/anime/7/6770.jpg
401,https://cdn.myanimelist.net/images/anime/1971/90877.jpg
32093,https://cdn.myanimelist.net/images/anime/1189/111994.jpg
12113,https://cdn.myanimelist.net/images/anime/12/37193.jpg
7338,https://cdn.myanimelist.net/images/anime/3/17469.jpg
32613,https://cdn.myanimelist.net/images/anime/11/65185.jpg
3014,https://cdn.myanimelist.net/images/anime/3/51345.jpg
645,https://cdn.myanimelist.net/images/anime/1763/95397.jpg
11135,https://cdn.myanimelist.net/images/anime/4/65605.jpg
5781,https://cdn.myanimelist.net/images/anime/2/20345.jpg
13767,https://cdn.myanimelist.net/images/anime/6/60389.jpg
5678,https://cdn.myanimelist.net/images/anime/8/79838.jpg
6774,https://cdn.myanimelist.net/images/anime/3/18386.jpg
1089,https://cdn.myanimelist.net/images/anime/1080/107017.jpg
25161,https://cdn.myanimelist.net/images/anime/3/64755.jpg
995,https://cdn.myanimelist.net/images/anime/6/21624.jpg
2752,https://cdn.myanimelist.net/images/anime/6/21624.jpg
15,https://cdn.myanimelist.net/images/anime/12/66961.jpg
122,https://cdn.myanimelist.net/images/anime/1900/99154.jpg
29095,https://cdn.myanimelist.net/images/anime/8/72855.jpg
1594,https://cdn.myanimelist.net/images/anime/5/86975.jpg
3092,https://cdn.myanimelist.net/images/anime/7/8811.jpg
10721,https://cdn.myanimelist.net/images/anime/5/30238.jpg
16395,https://cdn.myanimelist.net/images/anime/10/23561.jpg
3588,https://cdn.myanimelist.net/images/anime/8/61889.jpg
4106,https://cdn.myanimelist.net/images/anime/1930/116400.jpg
387,https://cdn.myanimelist.net/images/anime/9/13134.jpg
16916,https://cdn.myanimelist.net/images/anime/10/76803.jpg
1088,https://cdn.myanimelist.net/images/anime/1/2441.jpg
10620,https://cdn.myanimelist.net/images/anime/13/33465.jpg
2143,https://cdn.myanimelist.net/images/anime/1890/94055.jpg
6582,https://cdn.myanimelist.net/images/anime/7/15051.jpg
2158,https://cdn.myanimelist.net/images/anime/1013/117558.jpg
22319,https://cdn.myanimelist.net/images/anime/1063/95086.jpg
